Date,KOSPI2 INDEX,005930 KS EQUITY,MXWO INDEX,CCMP INDEX,SPX INDEX,VIX INDEX,NDX INDEX,SX5E INDEX,NKY INDEX,DAX INDEX,HSI INDEX,SXXP INDEX,UKX INDEX,TPX INDEX,SHCOMP INDEX,MXEF INDEX,MXWD INDEX,SOX INDEX,DXY INDEX,FEDL01 INDEX,KOSDAQ INDEX,XAU BGN CURNCY,USDKRW BGN Curncy,EHGDKRY Index,USDCNY BGN Curncy,USDEUR Curncy,GJGB10 INDEX,CAD BGN CURNCY,GT10 GOVT,GBPUSD CURNCY,USDJPY CURNCY,BRL CURNCY,CL1 COMDTY,SMI INDEX
2019.11.30,276.78,49283,2292.26,8665.471,3140.98,12.62,8403.69,3703.58,23293.91,13236.38,26346.49,407.43,7346.53,1699.36,2871.981,1040.05,546.7,1716.845,98.273,1.55,632.99,1463.98,1181.46,2.91,7.0325,0.9076,-0.073,1.3282,1.777,1.2925,109.49,4.2371,55.17,10493.24
2019.12.31,293.77,55023,2358.47,8972.604,3230.78,13.78,8733.07,3745.15,23656.62,13249.01,28189.75,415.84,7542.44,1721.36,3050.124,1114.66,565.24,1849.625,96.389,1.55,669.83,1517.27,1155.84,2.03,6.9632,0.8919,-0.011,1.299,1.919,1.3257,108.61,4.0249,61.06,10616.94
2020.1.31,284.53,55615,2342.41,9150.936,3225.52,18.84,8991.51,3640.91,23205.18,12981.97,26312.63,410.71,7286.01,1684.44,2976.528,1062.34,558.62,1789.927,97.39,1.55,642.48,1589.16,1191.74,2.03,6.9109,0.9015,-0.066,1.3237,1.508,1.3206,108.35,4.2828,51.56,10627.88
2020.2.29,268.02,53445,2141.12,8567.367,2954.22,40.11,8461.83,3329.49,21142.96,11890.35,26129.93,375.65,6580.61,1510.87,2880.304,1005.52,512.76,1705.536,98.132,1.58,610.73,1585.69,1214.73,2.03,6.992,0.9069,-0.153,1.3407,1.15,1.2823,107.89,4.472,44.76,9831.03
2020.3.31,236.82,47433,1852.73,7700.098,2584.59,53.54,7813.5,2786.9,18917.01,9935.84,23603.48,320.06,5671.96,1403.04,2750.296,848.58,442.35,1510.595,99.048,0.65,569.07,1577.18,1218.54,2.03,7.0822,0.9064,0.022,1.4062,0.67,1.242,107.54,5.2053,20.48,9311.92
2020.4.30,258.15,49668,2052.85,8889.551,2912.43,34.15,9000.51,2927.93,20193.69,10861.64,24643.59,340.03,5901.21,1464.03,2860.082,924.94,489.17,1731.235,99.016,0.05,645.18,1686.5,1204.44,2.03,7.0632,0.9131,-0.03,1.3945,0.64,1.2594,107.18,5.4858,18.84,9629.4
2020.5.31,268.32,50363,2147.88,9489.872,3044.31,27.51,9555.52,3050.2,21877.89,11586.85,22961.47,350.36,6076.6,1563.67,2852.351,930.35,509.47,1852.494,98.344,0.05,713.68,1730.27,1237.57,2.03,7.1364,0.9006,0.005,1.378,0.653,1.2343,107.83,5.337,35.49,9831.49
2020.6.30,280.09,52800,2201.79,10058.77,3100.29,30.43,10156.85,3234.07,22288.14,12310.93,24427.19,360.34,6169.74,1558.77,2984.674,995.1,524.91,1996.442,97.391,0.08,737.97,1780.96,1202.74,2.03,7.0654,0.8902,0.028,1.3576,0.657,1.2401,107.93,5.4659,39.27,10045.3
2020.7.31,299.32,57900,2304.98,10745.27,3271.12,24.46,10905.88,3174.32,21710,12313.36,24595.35,356.33,5897.76,1496.06,3310.007,1078.92,551.89,2136.412,93.349,0.09,815.3,1975.86,1191.03,2.03,6.9752,0.849,0.02,1.3412,0.529,1.3085,105.83,5.2225,40.27,10005.9
2020.8.31,307.14,54000,2455.51,11775.46,3500.31,26.41,12110.7,3272.51,23139.76,12945.38,25177.05,366.51,5963.57,1618.18,3395.677,1101.5,584.86,2260.432,92.144,0.1,848.24,1967.8,1187.76,2.03,6.8485,0.8378,0.051,1.3047,0.706,1.337,105.91,5.4937,42.61,10135.56
